table_row,ordering_cd,st_country_cd,us_or_foreign,state_country_of_origin,assignee_name,CY_2010,CY_2011,CY_2012,CY_2013,CY_2014,CY_ALL
6659,21,MA,(U.S.),MASSACHUSETTS,"ADVANCED POLYMERS, INCORPORATED",1,0,3,2,1,7
6660,21,MA,(U.S.),MASSACHUSETTS,"AGILENT TECHNOLOGIES, INC.",0,1,0,4,2,7
6661,21,MA,(U.S.),MASSACHUSETTS,APHIOS CORPORATION,0,1,0,3,3,7
6662,21,MA,(U.S.),MASSACHUSETTS,"ARRADIANCE, INC.",2,2,3,0,0,7
6663,21,MA,(U.S.),MASSACHUSETTS,ASSA ABLOY AB,0,0,3,2,2,7
6664,21,MA,(U.S.),MASSACHUSETTS,"AT& T INTELLECTUAL PROPERTY II, L.P.",1,2,0,1,3,7
6665,21,MA,(U.S.),MASSACHUSETTS,"AURIGA MEASUREMENT SYSTEMS, LLC",0,0,2,2,3,7
6666,21,MA,(U.S.),MASSACHUSETTS,AURORA FLIGHT SCIENCES CORPORATION,0,1,1,2,3,7
6667,21,MA,(U.S.),MASSACHUSETTS,"AVAXIA BIOLOGICS, INC.",0,1,2,2,2,7
6668,21,MA,(U.S.),MASSACHUSETTS,"AXIAM, INCORPORATED",2,3,1,1,0,7
6669,21,MA,(U.S.),MASSACHUSETTS,BANDGAP ENGINEERING INC.,0,1,1,2,3,7
6670,21,MA,(U.S.),MASSACHUSETTS,BODKIN DESIGN AND ENGINEERING LLC,1,0,4,1,1,7
6671,21,MA,(U.S.),MASSACHUSETTS,BOSTON SCIENTIFIC CORPORATION,2,1,3,1,0,7
6672,21,MA,(U.S.),MASSACHUSETTS,"CARDIAC PACEMAKERS, INC.",0,0,5,1,1,7
6673,21,MA,(U.S.),MASSACHUSETTS,"CELEXION, LLC",0,0,2,1,4,7
6674,21,MA,(U.S.),MASSACHUSETTS,CHESTNUT HILL SOUND INC.,0,1,2,1,3,7
6675,21,MA,(U.S.),MASSACHUSETTS,"COLLEGIUM PHARMACEUTICAL, INC.",2,1,0,3,1,7
6676,21,MA,(U.S.),MASSACHUSETTS,"DIGITAL VOICE SYSTEMS, INC.",0,2,3,2,0,7
6677,21,MA,(U.S.),MASSACHUSETTS,"ELECTROCHEM SOLUTIONS, INC.",2,2,2,0,1,7
6678,21,MA,(U.S.),MASSACHUSETTS,EMPIRIX INC.,1,1,0,1,4,7
6679,21,MA,(U.S.),MASSACHUSETTS,"ENTERASYS NETWORKS, INC.",2,4,1,0,0,7
6680,21,MA,(U.S.),MASSACHUSETTS,"EVERGREEN SOLAR, INC.",5,0,2,0,0,7
6681,21,MA,(U.S.),MASSACHUSETTS,EXOGENESIS CORPORATION,0,0,1,3,3,7
6682,21,MA,(U.S.),MASSACHUSETTS,"FLEXCON COMPANY, INC.",2,2,0,0,3,7
6683,21,MA,(U.S.),MASSACHUSETTS,"FULL FLIGHT TECHNOLOGY, LLC",0,1,2,3,1,7
6684,21,MA,(U.S.),MASSACHUSETTS,GEMSTAR DEVELOPMENT CORPORATION,0,1,1,1,4,7
6685,21,MA,(U.S.),MASSACHUSETTS,"GENERAL DYNAMICS C4 SYSTEMS, INC.",3,1,2,1,0,7
6686,21,MA,(U.S.),MASSACHUSETTS,"GENTEX OPTICS, INC.",2,1,2,1,1,7
6687,21,MA,(U.S.),MASSACHUSETTS,GTAT CORPORATION,0,0,0,4,3,7
6688,21,MA,(U.S.),MASSACHUSETTS,HAEMONETICS CORPORATION,0,0,3,1,3,7
6689,21,MA,(U.S.),MASSACHUSETTS,HARVEST TECHNOLOGIES LLC,2,1,2,2,0,7
6690,21,MA,(U.S.),MASSACHUSETTS,HEWLETT-PACKARD COMPANY,0,6,1,0,0,7
6691,21,MA,(U.S.),MASSACHUSETTS,HITTITE MICROWAVE CORPORATION,2,1,0,2,2,7
6692,21,MA,(U.S.),MASSACHUSETTS,"IMMUNE DISEASE INSTITUTE, INC.",2,1,1,3,0,7
6693,21,MA,(U.S.),MASSACHUSETTS,"INDEX SYSTEMS, INC.",1,1,3,0,2,7
6694,21,MA,(U.S.),MASSACHUSETTS,INTEGRATED ILLUMINATION SYSTEMS INC.,1,1,2,1,2,7
6695,21,MA,(U.S.),MASSACHUSETTS,INVENTION MACHINE CORPORATION,2,1,1,1,2,7
6696,21,MA,(U.S.),MASSACHUSETTS,"JDA SOFTWARE GROUP, INC.",0,1,4,1,1,7
6697,21,MA,(U.S.),MASSACHUSETTS,KSARIA CORPORATION,2,1,1,3,0,7
6698,21,MA,(U.S.),MASSACHUSETTS,"LUMENCOR, INC.",0,1,2,2,2,7
6699,21,MA,(U.S.),MASSACHUSETTS,"MAYFLOWER COMMUNICATIONS COMPANY, INC.",1,2,2,0,2,7
6700,21,MA,(U.S.),MASSACHUSETTS,"MILLI SENSOR AND ACTUATOR SYSTEMS, INC.",1,2,2,2,0,7
6701,21,MA,(U.S.),MASSACHUSETTS,"NANO-C, INC.",4,0,0,1,2,7
6702,21,MA,(U.S.),MASSACHUSETTS,"NEUROLOGICA, CORP.",1,1,2,0,3,7
6703,21,MA,(U.S.),MASSACHUSETTS,"NEUROMETRIX, INC.",2,4,1,0,0,7
6704,21,MA,(U.S.),MASSACHUSETTS,"NEWSILIKE MEDIA GROUP, INC.",0,0,3,2,2,7
6705,21,MA,(U.S.),MASSACHUSETTS,NICOX S.A.,1,2,3,0,1,7
6706,21,MA,(U.S.),MASSACHUSETTS,"NUCLEUS SCIENTIFIC, INC.",0,0,0,3,4,7
6707,21,MA,(U.S.),MASSACHUSETTS,"PHOTONIC SYSTEMS, INC.",3,1,0,1,2,7
6708,21,MA,(U.S.),MASSACHUSETTS,"PHYLONIX PHARMACEUTICALS, INC.",3,2,0,1,1,7
6709,21,MA,(U.S.),MASSACHUSETTS,"PITNEY-BOWES, INC.",0,2,4,1,0,7
6710,21,MA,(U.S.),MASSACHUSETTS,"RAVE WIRELESS, INC.",0,0,2,2,3,7
6711,21,MA,(U.S.),MASSACHUSETTS,REDSHIFT SYSTEMS CORPORATION,3,1,2,1,0,7
6712,21,MA,(U.S.),MASSACHUSETTS,SEARETE LLC,7,0,0,0,0,7
6713,21,MA,(U.S.),MASSACHUSETTS,"SECOND WIND SYSTEMS, INC.",0,2,3,2,0,7
6714,21,MA,(U.S.),MASSACHUSETTS,"SENSHIN CAPITAL, LLC",0,5,1,1,0,7
6715,21,MA,(U.S.),MASSACHUSETTS,SENSORMATIC ELECTRONICS CORPORATION,2,1,1,3,0,7
6716,21,MA,(U.S.),MASSACHUSETTS,SENTILLION INC.,4,3,0,0,0,7
6717,21,MA,(U.S.),MASSACHUSETTS,SIEMENS AKTIENGESELLSCHAFT,1,1,0,1,4,7
6718,21,MA,(U.S.),MASSACHUSETTS,"SPACECLAIM CORPORATION, INC.",2,1,4,0,0,7
6719,21,MA,(U.S.),MASSACHUSETTS,"SPF INNOVATIONS, LLC",1,1,3,0,2,7
6720,21,MA,(U.S.),MASSACHUSETTS,"SRU BIOSYSTEMS, INC.",2,4,1,0,0,7
6721,21,MA,(U.S.),MASSACHUSETTS,SUPERMEDIA LLC,2,1,3,0,1,7
6722,21,MA,(U.S.),MASSACHUSETTS,"SYNTONIX PHARMACEUTICALS, INC.",2,2,3,0,0,7
6723,21,MA,(U.S.),MASSACHUSETTS,"SYNVENTIVE MOLDING SOLUTIONS, INC.",0,2,3,1,1,7
6724,21,MA,(U.S.),MASSACHUSETTS,"TEKELEC, INC.",0,0,0,1,6,7
6725,21,MA,(U.S.),MASSACHUSETTS,TENEBRAEX CORPORATION,1,2,2,2,0,7
6726,21,MA,(U.S.),MASSACHUSETTS,THERMO NITON ANALYZERS LLC,4,1,2,0,0,7
6727,21,MA,(U.S.),MASSACHUSETTS,"TRANSFORM PHARMACEUTICALS, INC.",5,1,0,1,0,7
6728,21,MA,(U.S.),MASSACHUSETTS,"TRANSMEDICS, INC.",1,0,1,4,1,7
6729,21,MA,(U.S.),MASSACHUSETTS,"UNIVERSAL SECURE REGISTRY, LLC",0,0,2,3,2,7
6730,21,MA,(U.S.),MASSACHUSETTS,"VIGNETTE SOFTWARE, LLC",2,5,0,0,0,7
6731,21,MA,(U.S.),MASSACHUSETTS,"VIOLIN MEMORY, INC.",0,1,2,1,3,7
6732,21,MA,(U.S.),MASSACHUSETTS,"X-BODY, INC.",0,0,5,2,0,7
6733,21,MA,(U.S.),MASSACHUSETTS,XEROX CORPORATION,1,2,2,1,1,7
6734,21,MA,(U.S.),MASSACHUSETTS,Z CORPORATION,3,4,0,0,0,7
6735,21,MA,(U.S.),MASSACHUSETTS,745 LLC,0,1,2,3,0,6
6736,21,MA,(U.S.),MASSACHUSETTS,"ACORDA THERAPEUTICS, INC.",2,2,1,0,1,6
6737,21,MA,(U.S.),MASSACHUSETTS,"ADVANCED TECHNOLOGY MATERIALS, INC.",0,1,2,2,1,6
6738,21,MA,(U.S.),MASSACHUSETTS,"AGRIVIDA, INC.",1,1,1,1,2,6
6739,21,MA,(U.S.),MASSACHUSETTS,"ALCOR SCIENTIFIC, INC. A RHODE ISLAND CORPORATION",0,1,0,4,1,6
6740,21,MA,(U.S.),MASSACHUSETTS,"ALKERMES, INC.",3,2,0,1,0,6
6741,21,MA,(U.S.),MASSACHUSETTS,ALTOR LIMITED LC,2,0,1,0,3,6
6742,21,MA,(U.S.),MASSACHUSETTS,"APTIMA, INC.",1,0,1,1,3,6
6743,21,MA,(U.S.),MASSACHUSETTS,"ARCTIC SAND TECHNOLOGIES, INC.",0,0,0,1,5,6
6744,21,MA,(U.S.),MASSACHUSETTS,ARTHROSCOPIC INNOVATIONS LLC,3,3,0,0,0,6
6745,21,MA,(U.S.),MASSACHUSETTS,"BADGER LICENSING, LLC",2,1,0,2,1,6
6746,21,MA,(U.S.),MASSACHUSETTS,"BIOSCALE, INC.",0,0,2,4,0,6
6747,21,MA,(U.S.),MASSACHUSETTS,"BIOSPHERE MEDICAL, INC.",1,0,1,0,4,6
6748,21,MA,(U.S.),MASSACHUSETTS,"BOSTON BIOMEDICAL RESEARCH INSTITUTE, INC.",2,3,0,0,1,6
6749,21,MA,(U.S.),MASSACHUSETTS,"BUSEK COMPANY, INC.",0,1,1,2,2,6
6750,21,MA,(U.S.),MASSACHUSETTS,CANDELA CORPORATION,1,1,2,1,1,6
6751,21,MA,(U.S.),MASSACHUSETTS,"CARL ZEISS MICROSCOPY, LLC",0,0,0,3,3,6
6752,21,MA,(U.S.),MASSACHUSETTS,"CARL ZEISS NTS, LLC.",0,0,5,1,0,6
6753,21,MA,(U.S.),MASSACHUSETTS,"CITRIX SYSTEMS, INC.",0,0,1,2,3,6
6754,21,MA,(U.S.),MASSACHUSETTS,"COLEY PHARMACEUTICAL GROUP, INC.",1,1,4,0,0,6
6755,21,MA,(U.S.),MASSACHUSETTS,"COMCAST IP HOLDINGS I, LLC",0,4,0,0,2,6
6756,21,MA,(U.S.),MASSACHUSETTS,"CONSTITUTION MEDICAL, INC.",0,0,1,5,0,6
6757,21,MA,(U.S.),MASSACHUSETTS,"CROSSBEAM SYSTEMS, INC.",1,3,1,1,0,6
6758,21,MA,(U.S.),MASSACHUSETTS,"CSR IMAGING US, LP",0,0,0,5,1,6
6759,21,MA,(U.S.),MASSACHUSETTS,DECODE GENETICS EHF.,3,1,1,1,0,6
6760,21,MA,(U.S.),MASSACHUSETTS,"DEPUY ACROMED, INC.",2,2,1,1,0,6
6761,21,MA,(U.S.),MASSACHUSETTS,"DHARMACON, INC.",0,0,2,4,0,6
6762,21,MA,(U.S.),MASSACHUSETTS,E2 LLC,0,0,3,2,1,6
6763,21,MA,(U.S.),MASSACHUSETTS,EASTERN WIND POWER,0,2,1,2,1,6
6764,21,MA,(U.S.),MASSACHUSETTS,"ETHANOL BOOSTING SYSTEMS, LLC",3,0,0,1,2,6
6765,21,MA,(U.S.),MASSACHUSETTS,"EURO-PRO OPERATING, LLC",0,0,2,1,3,6
6766,21,MA,(U.S.),MASSACHUSETTS,EXFO SERVICE ASSURANCE INC.,1,1,2,1,1,6
6767,21,MA,(U.S.),MASSACHUSETTS,FORSYTH DENTAL INFIRMARY FOR CHILDREN,0,3,1,1,1,6
6768,21,MA,(U.S.),MASSACHUSETTS,"FRESENIUS MEDICAL CARE HOLDINGS, INC.",0,1,2,1,2,6
6769,21,MA,(U.S.),MASSACHUSETTS,GE HEALTHCARE BIO-SCIENCES CORP.,0,1,0,1,4,6
6770,21,MA,(U.S.),MASSACHUSETTS,"GENEDICS CLEAN ENERGY, LLC",3,3,0,0,0,6
6771,21,MA,(U.S.),MASSACHUSETTS,"GLANCE NETWORKS, INC.",1,1,1,3,0,6
6772,21,MA,(U.S.),MASSACHUSETTS,"HIGHLAND INSTRUMENTS, INC.",0,0,0,1,5,6
6773,21,MA,(U.S.),MASSACHUSETTS,HOLMED CORPORATION,0,1,3,1,1,6
6774,21,MA,(U.S.),MASSACHUSETTS,"HONDA GIKEN KOGYO KABUSHIKI KAISHA (HONDA MOTOR CO., LTD.)",5,0,0,0,1,6
6775,21,MA,(U.S.),MASSACHUSETTS,"IBASIS, INC.",1,1,2,2,0,6
6776,21,MA,(U.S.),MASSACHUSETTS,IBM INTERNATIONAL GROUP B.V.,0,0,3,0,3,6
6777,21,MA,(U.S.),MASSACHUSETTS,IMACOR INC.,0,2,2,2,0,6
6778,21,MA,(U.S.),MASSACHUSETTS,"IMAGE ACOUSTICS, INC.",1,1,0,2,2,6
6779,21,MA,(U.S.),MASSACHUSETTS,"INTELECT MEDICAL,INC.",0,0,1,0,5,6
6780,21,MA,(U.S.),MASSACHUSETTS,INTERSIL AMERICALS LLC,0,1,5,0,0,6
6781,21,MA,(U.S.),MASSACHUSETTS,INVENSENSE INC.,0,0,0,0,6,6
6782,21,MA,(U.S.),MASSACHUSETTS,"ISLAND OASIS FROZEN COCKTAIL COMPANY, INC.",1,0,1,3,1,6
6783,21,MA,(U.S.),MASSACHUSETTS,"ITT MANUFACTURING ENTERPRISES, INC.",4,0,2,0,0,6
6784,21,MA,(U.S.),MASSACHUSETTS,"JANSSEN BIOTECH, INC.",0,0,2,2,2,6
6785,21,MA,(U.S.),MASSACHUSETTS,"JOULE UNLIMITED, INC.",2,4,0,0,0,6
6786,21,MA,(U.S.),MASSACHUSETTS,"JP MORGAN CHASE BANK, N.A.",0,0,2,1,3,6
6787,21,MA,(U.S.),MASSACHUSETTS,"KONARKA TECHNOLOGIES, INC.",4,2,0,0,0,6
6788,21,MA,(U.S.),MASSACHUSETTS,KOPIN CORPORATION,2,1,0,0,3,6
6789,21,MA,(U.S.),MASSACHUSETTS,"KURZWEIL CYBERART TECHNOLOGIES, INC.",4,0,1,1,0,6
6790,21,MA,(U.S.),MASSACHUSETTS,"KURZWEIL TECHNOLOGIES, INC.",1,1,2,2,0,6
6791,21,MA,(U.S.),MASSACHUSETTS,L-3 COMMUNICATIONS CORPORATION,0,0,1,3,2,6
6792,21,MA,(U.S.),MASSACHUSETTS,"LYCOS, INC.",2,3,1,0,0,6
6793,21,MA,(U.S.),MASSACHUSETTS,"MANTA DEVICES, LLC",0,0,1,3,2,6
6794,21,MA,(U.S.),MASSACHUSETTS,"MICROCONTINUUM, INC.",2,1,0,2,1,6
6795,21,MA,(U.S.),MASSACHUSETTS,"NETBIO, INC.",0,1,2,1,2,6
6796,21,MA,(U.S.),MASSACHUSETTS,"NEW VISION GAMING AND DEVELOPMENT, INC.",1,1,3,1,0,6
6797,21,MA,(U.S.),MASSACHUSETTS,"NEWLANS, INC.",0,0,0,2,4,6
6798,21,MA,(U.S.),MASSACHUSETTS,NORDSON CORPORATION,1,0,1,2,2,6
6799,21,MA,(U.S.),MASSACHUSETTS,"NYPRO, INC.",3,2,1,0,0,6
6800,21,MA,(U.S.),MASSACHUSETTS,"ONEPIN, INC.",1,5,0,0,0,6
6801,21,MA,(U.S.),MASSACHUSETTS,OTIS ELEVATOR COMPANY,1,2,2,0,1,6
6802,21,MA,(U.S.),MASSACHUSETTS,"PARATEK MICROWAVE, INC.",0,5,1,0,0,6
6803,21,MA,(U.S.),MASSACHUSETTS,PERLMAN CONSULTING LLC,0,0,0,5,1,6
6804,21,MA,(U.S.),MASSACHUSETTS,"POLESTAR TECHNOLOGIES, INC.",0,0,2,2,2,6
6805,21,MA,(U.S.),MASSACHUSETTS,"QUERCEGEN PHARMA, LLC",3,0,0,2,1,6
6806,21,MA,(U.S.),MASSACHUSETTS,"RANGECAST TECHNOLOGIES, LLC",1,0,1,1,3,6
6807,21,MA,(U.S.),MASSACHUSETTS,"RILEY POWER, INC.",0,1,2,2,1,6
6808,21,MA,(U.S.),MASSACHUSETTS,"SABIC INNOVATIVE PLASTICS, IP BV",0,0,0,4,2,6
6809,21,MA,(U.S.),MASSACHUSETTS,SAVVYSTUFF PROPERTY TRUST,2,1,1,1,1,6
6810,21,MA,(U.S.),MASSACHUSETTS,SCA IPLA HOLDINGS INC.,1,2,2,0,1,6
6811,21,MA,(U.S.),MASSACHUSETTS,"SCHNEIDER ELECTRIC USA, INC.",0,0,1,1,4,6
6812,21,MA,(U.S.),MASSACHUSETTS,"SCVNGR, INC.",0,0,0,1,5,6
6813,21,MA,(U.S.),MASSACHUSETTS,"SELVENTA, INC.",0,1,0,2,3,6
6814,21,MA,(U.S.),MASSACHUSETTS,"SICORTEX, INC.",6,0,0,0,0,6
6815,21,MA,(U.S.),MASSACHUSETTS,SILICON LABORATORIES INC.,1,1,3,0,1,6
6816,21,MA,(U.S.),MASSACHUSETTS,"STD MED, INC.",3,0,1,2,0,6
6817,21,MA,(U.S.),MASSACHUSETTS,"TBS TECHNOLOGIES, LLC",0,0,4,0,2,6
6818,21,MA,(U.S.),MASSACHUSETTS,"TEL NEXX, INC.",0,0,1,4,1,6
6819,21,MA,(U.S.),MASSACHUSETTS,THAT CORPORATION,0,0,2,2,2,6
6820,21,MA,(U.S.),MASSACHUSETTS,"THERMAL TECHNOLOGIES, INC.",3,0,0,2,1,6
6821,21,MA,(U.S.),MASSACHUSETTS,"TORNIER, INC.",1,1,2,1,1,6
6822,21,MA,(U.S.),MASSACHUSETTS,UNIVERSITY OF MICHIGAN,2,1,2,1,0,6
6823,21,MA,(U.S.),MASSACHUSETTS,UNIVERSITY OF PENNSYLVANIA,1,2,1,1,1,6
6824,21,MA,(U.S.),MASSACHUSETTS,"V SQUARED WIND, INC.",1,0,2,3,0,6
6825,21,MA,(U.S.),MASSACHUSETTS,"XENITH, LLC",1,3,0,1,1,6
6826,21,MA,(U.S.),MASSACHUSETTS,ZEEMOTE TECHNOLOGY INC.,0,3,3,0,0,6
6827,21,MA,(U.S.),MASSACHUSETTS,"ZOND, INC.",4,1,1,0,0,6
6828,21,MA,(U.S.),MASSACHUSETTS,ACCENTURE GLOBAL SERVICES GMBH,3,0,2,0,0,5
6829,21,MA,(U.S.),MASSACHUSETTS,"AERIS THERAPEUTICS, INC.",3,1,0,1,0,5
6830,21,MA,(U.S.),MASSACHUSETTS,"AGIOS PHARMACEUTICALS, INC",0,0,0,1,4,5
6831,21,MA,(U.S.),MASSACHUSETTS,"AIRDEFENSE, INC.",2,2,1,0,0,5
6832,21,MA,(U.S.),MASSACHUSETTS,ALCATEL-LUCENT USA INC.,5,0,0,0,0,5
6833,21,MA,(U.S.),MASSACHUSETTS,"ALTHEA TECHNOLOGIES, INC.",0,1,1,1,2,5
6834,21,MA,(U.S.),MASSACHUSETTS,"AMERICAN MESSAGING SERVICES, LLC",0,0,4,1,0,5
6835,21,MA,(U.S.),MASSACHUSETTS,"ANTIGENICS, INC.",1,1,1,2,0,5
6836,21,MA,(U.S.),MASSACHUSETTS,"ATHERSYS, INC.",0,2,2,0,1,5
6837,21,MA,(U.S.),MASSACHUSETTS,"AUSHON BIOSYSTEMS, INC.",0,1,1,0,3,5
6838,21,MA,(U.S.),MASSACHUSETTS,"AVILA THERAPEUTICS, INC.",0,2,3,0,0,5
6839,21,MA,(U.S.),MASSACHUSETTS,"AZIMUTH SYSTEMS, INC.",1,1,1,1,1,5
6840,21,MA,(U.S.),MASSACHUSETTS,BEACON POWER CORPORATION,4,0,1,0,0,5
6841,21,MA,(U.S.),MASSACHUSETTS,"BIN1 ATE, LLC",0,2,0,2,1,5
6842,21,MA,(U.S.),MASSACHUSETTS,BIOKIT S.A.,1,0,1,2,1,5
6843,21,MA,(U.S.),MASSACHUSETTS,"BLACK DUCK SOFTWARE, INC.",2,2,0,0,1,5
6844,21,MA,(U.S.),MASSACHUSETTS,BLACKBERRY LIMITED,0,0,0,3,2,5
6845,21,MA,(U.S.),MASSACHUSETTS,"BLADELOGIC,INC.",0,0,1,2,2,5
6846,21,MA,(U.S.),MASSACHUSETTS,"BLAUER MANUFACTURING COMPANY, INC.",3,0,0,1,1,5
6847,21,MA,(U.S.),MASSACHUSETTS,"BOADIN TECHNOLOGY, LLC",0,0,3,0,2,5
6848,21,MA,(U.S.),MASSACHUSETTS,"BRASS MONKEY, INC.",0,3,2,0,0,5
6849,21,MA,(U.S.),MASSACHUSETTS,BRUKER DALTONIK GMBH,0,1,3,0,1,5
6850,21,MA,(U.S.),MASSACHUSETTS,"CARBONITE, INC.",0,0,1,2,2,5
6851,21,MA,(U.S.),MASSACHUSETTS,CARNEGIE-MELLON UNIVERSITY,0,0,0,1,4,5
6852,21,MA,(U.S.),MASSACHUSETTS,CERULEAN PHARMA INC.,0,0,1,3,1,5
6853,21,MA,(U.S.),MASSACHUSETTS,CHESTER HOLDINGS LLC,0,0,3,2,0,5
6854,21,MA,(U.S.),MASSACHUSETTS,"CHROMACEUTICAL ADVANCED TECHNOLOGIES, INC.",1,2,0,1,1,5
6855,21,MA,(U.S.),MASSACHUSETTS,CODMAN NEURO SCIENCES SARL,2,0,1,2,0,5
6856,21,MA,(U.S.),MASSACHUSETTS,"COMPETE, INC.",0,2,1,1,1,5
6857,21,MA,(U.S.),MASSACHUSETTS,CORINDUS INC.,0,1,0,1,3,5
6858,21,MA,(U.S.),MASSACHUSETTS,CORNELL RESEARCH FOUNDATION INC.,3,0,1,0,1,5
6859,21,MA,(U.S.),MASSACHUSETTS,"CORREX, INC.",1,0,2,1,1,5
6860,21,MA,(U.S.),MASSACHUSETTS,COVIDIEN AG,3,0,0,2,0,5
6861,21,MA,(U.S.),MASSACHUSETTS,"COX COMMUNICATIONS, INC.",0,2,2,1,0,5
6862,21,MA,(U.S.),MASSACHUSETTS,"DC DEVICES, INC.",0,1,3,1,0,5
6863,21,MA,(U.S.),MASSACHUSETTS,DEKA PRODUCTS LIMITED PARTNERSHIP,0,1,2,1,1,5
6864,21,MA,(U.S.),MASSACHUSETTS,DEVEREUX RESEARCH AB LLC,0,0,1,2,2,5
6865,21,MA,(U.S.),MASSACHUSETTS,"DNI REALTY, LLC",1,1,1,2,0,5
6866,21,MA,(U.S.),MASSACHUSETTS,DSM IP ASSETS B.V.,1,0,1,1,2,5
6867,21,MA,(U.S.),MASSACHUSETTS,DUSA PHARMACEUTICALS INC.,1,1,1,1,1,5
6868,21,MA,(U.S.),MASSACHUSETTS,E. I. DU PONT DE NEMOURS AND COMPANY,3,1,0,0,1,5
6869,21,MA,(U.S.),MASSACHUSETTS,EMSEAL JOINT SYSTEMS LTD,0,0,1,1,3,5
6870,21,MA,(U.S.),MASSACHUSETTS,ENCITE LLC,0,0,1,3,1,5
6871,21,MA,(U.S.),MASSACHUSETTS,"ETHICON ENDO-SURGERY, INC.",1,0,1,2,1,5
6872,21,MA,(U.S.),MASSACHUSETTS,FISHMAN CORPORATION,0,0,2,2,1,5
6873,21,MA,(U.S.),MASSACHUSETTS,"FLEXHEAD INDUSTRIES, INC.",0,0,1,1,3,5
6874,21,MA,(U.S.),MASSACHUSETTS,"GANNETT SATELLITE INFORMATION NETWORK, INC.",1,3,1,0,0,5
6875,21,MA,(U.S.),MASSACHUSETTS,"GE INFRASTRUCTURE SENSING, INC.",0,4,1,0,0,5
6876,21,MA,(U.S.),MASSACHUSETTS,"GE MEDICAL SYSTEMS GLOBAL TECHNOLOGY COMPANY, LLC",1,1,1,2,0,5
6877,21,MA,(U.S.),MASSACHUSETTS,"GINER, INC.",1,1,0,2,1,5
6878,21,MA,(U.S.),MASSACHUSETTS,"GOOD START GENETICS, INC.",0,0,1,0,4,5
6879,21,MA,(U.S.),MASSACHUSETTS,"GREENRAY, INC.",0,1,1,2,1,5
6880,21,MA,(U.S.),MASSACHUSETTS,GTECH RHODE ISLAND CORPORATION,1,1,2,1,0,5
6881,21,MA,(U.S.),MASSACHUSETTS,"HAMILTON SUNDSTRAND SPACE SYSTEMS INTERNATIONAL, INC.",0,1,1,1,2,5
6882,21,MA,(U.S.),MASSACHUSETTS,"HARDIGG INDUSTRIES, INC.",1,0,0,0,4,5
6883,21,MA,(U.S.),MASSACHUSETTS,"HEARTWARE, INC.",0,0,0,2,3,5
6884,21,MA,(U.S.),MASSACHUSETTS,HOWMEDICA OSTEONICS CORP.,0,1,2,0,2,5
6885,21,MA,(U.S.),MASSACHUSETTS,HYPERTRONICS CORPORATION,2,1,0,1,1,5
6886,21,MA,(U.S.),MASSACHUSETTS,INFICON GMBH,0,0,1,2,2,5
6887,21,MA,(U.S.),MASSACHUSETTS,"INFOBIONIC, INC.",0,0,0,2,3,5
6888,21,MA,(U.S.),MASSACHUSETTS,"INNOVATIONS IN OPTICS, INC.",1,0,2,0,2,5
6889,21,MA,(U.S.),MASSACHUSETTS,INSULET CORPORATION,1,2,1,1,0,5
6890,21,MA,(U.S.),MASSACHUSETTS,INTELLECTUAL VENTURES HOLDING 32 LLC,0,5,0,0,0,5
6891,21,MA,(U.S.),MASSACHUSETTS,INTELLECTUAL VENTURES I LLC,0,0,3,0,2,5
6892,21,MA,(U.S.),MASSACHUSETTS,INTER-POLYMER CORPORATION,2,1,0,0,2,5
6893,21,MA,(U.S.),MASSACHUSETTS,IONA TECHNOLOGIES LIMITED,2,3,0,0,0,5
6894,21,MA,(U.S.),MASSACHUSETTS,"KADANT, INC.",0,1,2,0,2,5
6895,21,MA,(U.S.),MASSACHUSETTS,"KARL STORZ ENDOVISION, INC.",2,1,1,0,1,5
6896,21,MA,(U.S.),MASSACHUSETTS,"KLEANCHECK SYSTEMS, LLC",3,1,0,1,0,5
6897,21,MA,(U.S.),MASSACHUSETTS,LIFESHIELD SCIENCES LLC,0,0,0,3,2,5
6898,21,MA,(U.S.),MASSACHUSETTS,"LIQUIDPISTON, INC.",0,1,0,2,2,5
6899,21,MA,(U.S.),MASSACHUSETTS,"MACHFLOW ENERGY, INC.",0,2,1,2,0,5
6900,21,MA,(U.S.),MASSACHUSETTS,"MARINE POLYMER TECHNOLOGIES, INC.",0,1,0,1,3,5
6901,21,MA,(U.S.),MASSACHUSETTS,"MARKET SHIELD CAPITAL, LLC",1,1,0,3,0,5
6902,21,MA,(U.S.),MASSACHUSETTS,MAXTOR CORPORATION,3,2,0,0,0,5
6903,21,MA,(U.S.),MASSACHUSETTS,"MCNEIL-PPC, INC.",1,0,1,3,0,5
6904,21,MA,(U.S.),MASSACHUSETTS,"MERCK HDAC RESEARCH, LLC",3,1,1,0,0,5
6905,21,MA,(U.S.),MASSACHUSETTS,"MERSEN USA NEWBURYPORT-MA, LLC",0,0,0,1,4,5
6906,21,MA,(U.S.),MASSACHUSETTS,MINERVA BIOTECHNOLOGIES CORPORATION,1,0,0,3,1,5
6907,21,MA,(U.S.),MASSACHUSETTS,"MOOBELLA, LLC",2,2,1,0,0,5
6908,21,MA,(U.S.),MASSACHUSETTS,"MORPHO DETECTION, LLC",1,1,1,0,2,5
6909,21,MA,(U.S.),MASSACHUSETTS,"MOTOROLA, INC.",4,1,0,0,0,5
6910,21,MA,(U.S.),MASSACHUSETTS,NELLCOR PURITAN BENNETT INCORPORATED,2,2,1,0,0,5
